"Product Id","Product Name","Active (Product)","Product Family","N&ET Product","N&ET Family","Business Unit"
01tN5000007Somf,"ANSYS SEAHAWK-DESIGNER - REGIONAL WAN FEE",1,"RedHawk SC",0,,SCBU
01tN5000007Somg,"ANSYS SEAHAWK-DESIGNER - SITE-BASED WAN FEE",1,"RedHawk SC",0,,SCBU
01tN5000007Somh,"ANSYS SI OPTION - PAID UP",1,HFSS,0,,EBU
01tN5000007Somi,"ANSYS SIMAI - GLOBAL LEASE",1,SimAI,0,,FBU
01tN5000007Somj,"ANSYS SIMPLORER - GLOBAL WAN FEE",1,"EBU Legacy",0,,EBU
01tN5000007Somk,"ANSYS SIMPLORER - PAID UP",1,"EBU Legacy",0,,EBU
01tN5000007Soml,"ANSYS SIMPLORER - REGIONAL WAN FEE",1,"EBU Legacy",0,,EBU
01tN5000007Somm,"ANSYS SIMPLORER - SITE-BASED WAN FEE",1,"EBU Legacy",0,,EBU
01tN5000007Somn,"ANSYS SIMPLORER (NODE) - PAID UP",1,"EBU Legacy",0,,EBU
01tN5000007Somo,"ANSYS SIMPLORER ADVANCED - GLOBAL PAID UP",1,"EBU Legacy",0,,EBU
